log_id,timestamp,airport_code,flight_number,departure_city,arrival_city,passenger_count,flight_status,gate_number,airline_name,FastTrack
517,07/23/2022 17:19:35,TOX,AA123,Novogireyevo,Berkovitsa,375,Cancelled,9,Shuffletag,Premium
518,10/23/2022 12:32:16,AXD,DL456,Nkurenkuru,Altuf’yevskiy,26,On Time,21,Fivechat,None
519,08/02/2022 12:21:20,PPN,DL456,,Jacksonville,394,Delayed,27,Skipstorm,Standard
520,11/20/2022 15:33:51,OKV,AA123,Tabanan,Kučevo,298,On Time,25,Blognation,Premium
521,09/27/2022 22:16:57,MON,DL456,Darvi,Longguang,189,On Time,21,Quire,Premium
522,04/01/2022 07:22:29,BZB,UA789,Ihuari,Malakal,330,Delayed,16,Realblab,Premium
523,07/10/2022 08:22:48,VRS,DL456,Kolomanu,Tiout,315,On Time,20,Cogibox,Standard
524,07/28/2022 20:30:55,EIE,AA123,Concepcion,Port Antonio,139,On Time,28,Aibox,None
525,06/09/2022 03:58:58,NYM,UA789,Ucluelet,Henghe,373,Delayed,14,Brainbox,Premium
526,05/05/2022 16:16:23,MQH,DL456,,Lianhe,154,On Time,25,Oba,Premium
527,09/15/2022 01:48:24,GEW,UA789,,Suleja,275,Cancelled,13,Yamia,Standard
528,06/20/2022 12:52:48,JSK,DL456,Chŏngju,Joypur Hāt,325,Cancelled,27,Fiveclub,Standard
529,08/25/2022 12:15:05,OGE,AA123,Ureshino,Kėdainiai,285,Cancelled,20,Skinte,Premium
530,01/14/2022 11:10:50,MDN,AA123,Dolní Cerekev,Kavýli,327,Delayed,5,Trudoo,Premium
531,12/13/2022 16:06:45,XBN,UA789,,Klyuchi,34,Cancelled,1,Wikizz,Standard
532,12/10/2022 15:02:53,TWP,UA789,,Hägersten,76,Cancelled,14,Skinix,Premium
533,12/21/2022 01:36:11,AAS,DL456,,San Antonio,250,On Time,27,Yambee,None
534,01/21/2022 12:01:23,RCY,UA789,Javhlant,Lidingö,375,Delayed,13,Buzzster,Standard
535,07/26/2022 13:07:46,BXP,DL456,Bābol,Beisijia,332,Delayed,23,Kwimbee,None
536,02/18/2022 17:35:51,SGL,UA789,Vanimo,Itaí,292,Cancelled,10,Flipstorm,Premium
537,05/02/2022 09:38:53,PAN,AA123,Gugut,Pola,48,On Time,18,Trudeo,None
538,12/25/2022 19:32:26,COQ,DL456,Cabrela,Yurimaguas,199,Cancelled,22,Oloo,Premium
539,10/31/2022 02:40:15,MXL,UA789,Tysmenychany,Versailles,303,Delayed,20,Buzzbean,Premium
540,05/08/2022 11:47:13,PUV,UA789,Saint Louis,Chagoda,91,Cancelled,21,Rhynyx,Standard
541,08/05/2022 19:21:35,LUN,DL456,,Selorejo,136,On Time,2,Jamia,None
542,04/09/2022 15:23:58,HCW,AA123,,Rios Frios,263,On Time,28,Devify,Standard
543,07/09/2022 05:35:47,AJU,UA789,Yanmenguan,Stare Juchy,398,Delayed,13,Reallinks,Premium
544,05/31/2022 22:31:28,LSU,DL456,Paatan,Kristianstad,188,On Time,18,Thoughtmix,Standard
545,07/15/2022 17:03:35,BYV,UA789,Huilelot,Jesús María,168,Delayed,12,Mycat,Premium
546,02/06/2022 15:20:36,JNS,UA789,Shangcunba,Xuexi,277,Cancelled,9,Skajo,Premium
547,03/28/2022 21:41:15,GRJ,UA789,,Karangturi,21,On Time,27,Quimba,None
548,12/21/2022 03:23:14,ANL,UA789,,Santo Niño,145,Delayed,1,Pixope,Premium
549,04/06/2022 03:19:41,MOE,AA123,Koronadal,Pogonsili,188,Delayed,23,Brightbean,Standard
550,04/14/2022 04:45:08,FLI,DL456,,Duzhenwan,17,On Time,13,Brainbox,None
551,03/06/2022 15:17:40,YPX,AA123,Đưc Trọng,Stockholm,354,Cancelled,18,Tekfly,Premium
552,05/27/2022 01:18:37,OCE,UA789,,Tucupita,393,Delayed,19,Gabspot,Premium
553,07/27/2022 12:38:08,FSD,UA789,Lunyuk Ode,Quiaios,139,Delayed,27,Mynte,Standard
554,04/12/2022 07:46:27,KOF,UA789,Planaltina,Si Wilai,239,Delayed,24,Pixope,Premium
555,09/20/2022 01:43:40,PHM,AA123,Zhiletovo,Vyshniy Volochëk,344,Cancelled,4,Skinte,None
556,05/17/2022 15:40:09,SIP,DL456,Stonewall,Lyon,207,On Time,19,Blogpad,None
557,06/08/2022 21:41:13,WRN,UA789,Sioah,Machado,51,On Time,19,Twinder,Standard
558,11/29/2022 21:23:04,AOK,UA789,,Naukot,311,Cancelled,3,Wordtune,Premium
559,05/14/2022 19:22:19,SEB,AA123,Färgelanda,Xuxiake,302,On Time,4,Ozu,None
560,06/30/2022 23:21:16,OKY,AA123,Punta Arenas,Maae,228,Cancelled,22,Kaymbo,None
561,05/10/2022 11:52:25,GLE,UA789,Älvsjö,Qiubin,40,Delayed,24,Zoonoodle,Standard
562,06/03/2022 01:02:55,PSH,DL456,Genengan Kulon,Meishan,39,Cancelled,3,Mita,Premium
563,04/16/2022 03:33:24,SAY,UA789,Fernando de Noronha (Distrito Estadual),Peixing,21,Delayed,17,Zooveo,None
564,08/01/2022 01:57:09,OKB,UA789,Puerto Bello,Kouvarás,52,Delayed,29,Wordify,Premium
565,12/21/2022 00:56:59,PPQ,UA789,Sylhet,Yanahuanca,321,Delayed,12,Demivee,Standard
566,02/06/2022 14:44:27,GIB,AA123,Gaoshibei,Hostavice,28,Cancelled,3,Skilith,None
567,05/01/2022 15:52:52,WIE,AA123,,Narutochō-mitsuishi,369,On Time,9,Brainverse,Premium
568,01/31/2022 09:20:51,KPF,DL456,Gutang,Rubirizi,130,Cancelled,24,Jaxworks,Premium
569,07/01/2022 21:41:30,BNC,DL456,Lahoysk,Muaraenim,81,Cancelled,24,Oyonder,None
570,08/05/2022 17:29:11,JHG,UA789,Båstad,Al Mughayyir,201,Delayed,18,Zoomdog,None
571,07/11/2022 19:46:22,AXT,DL456,Sasnovy Bor,Banyuurip,185,Delayed,3,Avamm,Standard
572,07/16/2022 17:32:00,SCU,UA789,Las Palmas,Nizhniy Lomov,66,Delayed,2,Eimbee,Premium
573,06/18/2022 00:13:25,KPC,DL456,Batur Kidul,Anle,156,On Time,30,Trupe,None
574,10/02/2022 10:08:56,MRO,AA123,Neẖalim,Velyka Mykhaylivka,236,Cancelled,21,Brainlounge,Premium
575,10/03/2022 07:00:42,YQQ,UA789,Leigongjian,Beihe,137,Delayed,25,Eabox,None
576,06/28/2022 12:01:43,XPP,DL456,Bezlyudivka,Ti-n-Essako,229,On Time,18,Podcat,Premium
577,10/21/2022 05:40:36,FOA,AA123,São Roque,Jiubao,269,Cancelled,19,Kare,Premium
578,10/27/2022 03:16:51,ZIH,DL456,Chitral,Coronel Belisle,251,On Time,26,Linkbridge,Standard
579,02/05/2022 18:54:27,VTN,DL456,Mbala,Sámi,279,Cancelled,19,Yacero,Premium
580,12/06/2022 13:21:22,FKL,AA123,Shangtian,Banjar Pande,224,Cancelled,24,Demimbu,Premium
581,02/02/2022 00:58:18,GHE,DL456,Ebene,Vila Nova Sintra,80,Cancelled,25,Jetpulse,Premium
582,08/09/2022 09:56:53,TSU,DL456,Tanjung,Villa del Rosario,38,On Time,11,Photobug,None
583,06/05/2022 02:04:22,TCE,UA789,Lianglin,Tol’yatti,201,Delayed,11,Dabvine,Standard
584,06/02/2022 19:18:39,BIQ,UA789,Galle,Pengjia Zhaizi,20,Cancelled,30,Topiclounge,None
585,03/13/2022 09:46:29,YMD,UA789,Burgastai,Imbituba,121,Delayed,25,Rhybox,None
586,11/14/2022 07:17:58,YUM,AA123,Shuiche,Pasrukrajan Satu,153,Cancelled,11,Babbleset,None
587,02/23/2022 19:38:52,CUU,UA789,Nunhala,Zhongling,316,Delayed,26,Realmix,Premium
588,07/30/2022 17:26:56,YET,AA123,Tugusirna,Liudong,45,On Time,25,Voonix,Standard
589,03/03/2022 22:49:54,OMN,DL456,Łopuszna,Aygeshat,98,Delayed,9,Vidoo,None
590,01/18/2022 03:23:38,NCA,AA123,Wu’erqihan,Takaoka,210,Cancelled,2,Mita,Premium
591,01/01/2022 23:49:47,BRN,DL456,Nis’oni,Krajan Tengah,76,Delayed,17,Zazio,Standard
592,05/21/2022 00:24:37,CJN,UA789,Chaoyang,Kompóti,17,On Time,25,Photofeed,Standard
593,12/05/2022 19:17:50,JCA,DL456,Ankaran,Fada N'gourma,57,Delayed,5,Quinu,None
594,04/25/2022 21:56:55,HGL,AA123,Yaozhuang,Strasbourg,65,On Time,20,Pixope,Premium
595,02/25/2022 22:39:29,RWL,UA789,,Bertioga,161,On Time,11,Trilith,None
596,01/28/2022 17:24:31,TZX,AA123,Choros,København,105,Cancelled,17,Tagfeed,Premium
597,02/05/2022 19:31:03,PRM,UA789,Wete,San Mateo,145,Delayed,27,Eamia,Premium
598,01/24/2022 06:57:22,SGL,DL456,,Beiyang,83,Delayed,14,Oba,Premium
599,02/18/2022 17:46:42,ILL,DL456,Armenia,Shibli,224,Delayed,21,Katz,None
600,08/30/2022 23:57:16,TMN,AA123,Falefa,Krajan Selatan,371,Cancelled,13,Feedfire,Premium
601,06/03/2022 12:27:19,YAB,UA789,Taloko,Nanjing,195,Cancelled,30,Mudo,None
602,03/20/2022 09:57:20,CNL,AA123,Montaigu,Jindong,240,On Time,3,Feedspan,Standard
603,12/18/2022 02:19:29,BGO,DL456,Longquan,Xuân Trường,229,Delayed,4,Youfeed,Premium
604,06/04/2022 06:04:25,OWB,DL456,Saumur,Shangyang,156,Cancelled,13,Topdrive,Standard
605,09/26/2022 21:39:40,MLG,UA789,,Mörrum,207,Cancelled,19,Blogspan,Standard
606,09/07/2022 11:49:15,MEO,AA123,Ncue,Promna,190,Cancelled,27,Skipfire,Premium
607,08/01/2022 10:46:23,FUN,DL456,Sīnah,Aubenas,231,Delayed,9,Skinder,None
608,11/04/2022 19:12:10,JIO,DL456,Aş Şalw,Newmarket,94,On Time,17,Centizu,Standard
609,11/28/2022 18:13:21,YGB,UA789,Artemisa,Dokshytsy,171,Delayed,23,Cogibox,Premium
610,09/03/2022 21:46:46,DRC,UA789,Paris 04,Xujiafang,168,On Time,12,Camimbo,Premium
611,06/02/2022 14:54:51,WKA,UA789,Xiaochengzi,Dayuan,3,Delayed,30,Thoughtblab,None
612,06/22/2022 19:32:28,KVD,UA789,Arão,Fencheng,123,Cancelled,24,Jetwire,None
613,04/22/2022 21:15:00,MJA,UA789,Boston,Cachadinha,95,Cancelled,28,Thoughtworks,Premium
614,04/21/2022 07:43:43,AEX,UA789,Östhammar,Telhado,179,Delayed,14,Feedmix,Standard
615,01/23/2022 16:42:08,MNM,AA123,Hebeitun,Cibolang,280,Delayed,13,Yakitri,Premium
616,05/27/2022 08:38:00,SXW,UA789,Molugan,Zaoshi,83,Cancelled,11,Devpulse,None
617,01/24/2022 10:59:18,OZG,AA123,,Mulhouse,53,Delayed,1,Twitterbeat,Premium
618,03/18/2022 07:49:30,RHG,DL456,Silveiros,Matelândia,372,Delayed,17,Flashdog,None
619,03/24/2022 15:10:49,MDW,UA789,Itsukaichi,Novaya Lyalya,20,Cancelled,18,Twitterbridge,None
620,12/30/2022 16:11:32,IUE,DL456,Ciomas,Al Ḩarf,92,Delayed,3,Blognation,Standard
621,04/04/2022 19:35:17,AYG,AA123,,Abay,69,Delayed,2,Photolist,Standard
622,05/30/2022 23:16:56,BKS,UA789,Maulavi Bāzār,Sanyi,119,On Time,14,Yata,None
623,03/24/2022 06:03:16,LBQ,AA123,Mahalapye,Minuyan,189,Cancelled,4,Thoughtstorm,Premium
624,03/08/2022 02:15:00,FTW,DL456,,Dizhai,189,On Time,7,Realbuzz,Premium
625,09/25/2022 15:11:59,FNC,DL456,,Lisui,119,On Time,16,Jazzy,Premium
626,10/08/2022 19:49:12,YSC,DL456,Al Khamīs,Saint John,56,Delayed,23,Wikibox,Premium
627,05/25/2022 15:54:27,CRW,UA789,Yuefeng,Zgurovka,128,Delayed,30,Agimba,Standard
628,11/03/2022 17:32:50,HCQ,AA123,Zlataritsa,Akat Amnuai,37,On Time,10,Realbuzz,Standard
629,04/14/2022 11:10:08,IXB,AA123,Guadalupe,Verkhov’ye,256,Delayed,8,Aibox,Premium
630,10/18/2022 23:49:31,WRG,UA789,Talakag,La Francia,282,Delayed,25,Thoughtbeat,Premium
631,08/12/2022 21:45:30,DEA,AA123,Duobao,Yên Lập,237,Cancelled,18,Einti,Standard
632,05/19/2022 05:25:04,KCR,UA789,Lévis,Hali,334,Cancelled,5,Quinu,Premium
633,12/26/2022 21:04:15,NAP,DL456,Siasi,Kaiyuan,337,On Time,24,Blogspan,None
634,11/01/2022 00:57:31,GEL,DL456,Krajan Gebangan,Fao Rai,224,Delayed,21,Leexo,Premium
635,03/13/2022 17:17:55,OLK,DL456,Xiashitai,Sayang Lauq,5,Delayed,27,Brightbean,None
636,12/23/2022 18:27:11,BZL,AA123,Sandaowan,Sila Lat,342,On Time,10,Oyoloo,Premium
637,01/01/2022 02:48:52,0,UA789,Lemenhe,Toyonaka,338,On Time,2,Fliptune,Premium
638,11/08/2022 12:54:36,EAE,UA789,Nagqu,Cimanggu,349,Cancelled,22,Yakidoo,None
639,10/08/2022 09:10:13,YWR,UA789,Teculután,Nuevo Emperador,53,Cancelled,26,Wikibox,Premium
640,09/27/2022 10:43:17,TDA,DL456,Koceljeva,Xijiadian,262,On Time,13,Oodoo,Premium
641,01/17/2022 20:41:43,MGD,UA789,Phonsavan,Vide,52,Cancelled,28,Oyope,Standard
642,09/03/2022 15:06:38,WOE,UA789,,Ambarakaraka,147,On Time,19,Mydeo,None
643,01/24/2022 17:22:57,TES,AA123,Janowiec,Tuamese,199,Delayed,14,Youopia,None
644,12/10/2022 22:57:07,TNA,AA123,,Chunhua,299,Cancelled,1,Ntag,Standard
645,12/21/2022 09:09:31,IMQ,UA789,Garoua,Columbus,167,On Time,8,Avaveo,Premium
646,07/09/2022 14:53:11,MSF,UA789,Kyaikto,Dul’durga,354,On Time,3,Skaboo,Premium
647,07/24/2022 01:55:02,SZZ,AA123,Mahalapye,Udachny,179,Cancelled,11,Mycat,Standard
648,01/08/2022 01:29:37,YRJ,DL456,Tagiura,Bobigny,253,On Time,11,Jaxbean,Premium
649,01/19/2022 21:33:21,BHY,DL456,,Bangus Kulon,207,On Time,13,Skinder,Standard
650,07/02/2022 21:15:14,CDS,UA789,Matamey,Fuchūchō,28,On Time,7,Kwinu,Standard
651,06/05/2022 03:30:12,MPL,DL456,Jiabei,Ipoti,154,Delayed,22,Realblab,None
652,08/17/2022 10:51:26,PEY,AA123,Arnhem,Murcia,102,On Time,30,Fadeo,Premium
653,10/28/2022 01:06:43,TUD,UA789,Benešov nad Ploučnicí,Beijós,358,On Time,5,Jetwire,Premium
654,07/20/2022 06:18:58,BPC,UA789,,Viña del Mar,261,Cancelled,19,Gigashots,Premium
655,11/17/2022 00:08:51,YRV,DL456,Kilmacanoge,Wulan,286,On Time,8,Mybuzz,Standard
656,04/12/2022 14:01:34,XSC,AA123,Satka,Xikou,74,On Time,30,Meembee,None
657,11/19/2022 08:40:49,OSI,DL456,Tegalwero,Kota Trieng,25,On Time,11,Voonte,Premium
658,08/11/2022 07:01:22,ZEG,UA789,Bailiang,Nizhnyaya Salda,104,Cancelled,29,Midel,Standard
659,09/02/2022 16:26:57,HIF,AA123,Al Marj,Kyenjojo,89,Cancelled,30,Latz,None
660,04/17/2022 20:42:13,TZA,UA789,Lijia,Dianbu,283,Delayed,13,Yodoo,Standard
661,12/22/2022 18:20:44,FOC,DL456,Chişinău,Parry Sound,82,Cancelled,19,Voonix,Premium
662,04/09/2022 07:45:13,SGK,AA123,Thorpe,Rantauambacang,357,Delayed,25,Agimba,Standard
663,10/03/2022 17:48:53,MZT,AA123,Malalag,Rostov,252,Cancelled,7,Trilia,None
664,11/11/2022 06:30:11,SNT,AA123,Kembang,Taiobeiras,154,On Time,22,Buzzbean,Standard
665,06/26/2022 08:26:36,MXY,DL456,Wang Sai Phun,Shali,1,On Time,14,Edgeclub,Premium
666,08/25/2022 07:47:34,JYR,UA789,Tayum,Obanazawa,109,Cancelled,6,Talane,Standard
667,01/13/2022 04:08:46,YVV,DL456,Bento Gonçalves,Hedong,92,Delayed,21,Quaxo,None
668,07/05/2022 15:47:31,CEF,UA789,Oujda,Mauren,377,Cancelled,26,Dabjam,Premium
669,03/05/2022 16:04:20,KIN,UA789,Xuanhua,Nobres,271,Cancelled,4,Vinder,Premium
670,02/26/2022 08:32:59,ATI,UA789,Macedo de Cavaleiros,La Ligua,308,Delayed,10,Gabtype,Standard
671,07/24/2022 16:14:13,QDC,AA123,,Guimba,180,Delayed,20,Skipfire,None
672,01/21/2022 06:06:44,CBG,UA789,Chantal,Jeong,288,Cancelled,14,Browsetype,Premium
673,08/25/2022 11:20:29,YCT,UA789,,Al Judayrah,66,Cancelled,27,Photojam,Premium
674,05/15/2022 15:38:36,BIM,DL456,Yuanquan,Yovon,152,Cancelled,19,Photobug,None
675,03/02/2022 11:53:23,YIE,UA789,Pak Chong,Negeriagung,38,Delayed,3,Skippad,None
676,04/16/2022 11:16:10,PRH,AA123,Erandique,Gampingan,368,On Time,15,Feedspan,Premium
677,05/11/2022 19:28:04,OLZ,AA123,Honghe,Mingjiu,308,Cancelled,15,Realcube,Premium
678,09/03/2022 02:24:52,QSR,AA123,Beaconsfield,Dasanlian Lauk,67,Cancelled,18,Mymm,Standard
679,04/23/2022 10:05:08,FOO,AA123,Si Racha,Ovacik,245,On Time,8,Meetz,Standard
680,07/14/2022 23:42:59,PAB,DL456,Bahorí,Rangmanten,274,Cancelled,9,Photolist,Standard
681,11/13/2022 13:35:05,ISB,UA789,Chiguayante,Baraguá,335,On Time,21,Devbug,Standard
682,01/08/2022 04:36:26,UKB,DL456,Tolbazy,Baltimore,284,On Time,15,Livetube,Standard
683,07/07/2022 18:25:08,0,AA123,Lobos,São Pedro do Estoril,72,Delayed,19,Quinu,Premium
684,07/07/2022 05:22:33,GIC,UA789,Houping,Diego de Almagro,269,Delayed,27,Fiveclub,Standard
685,02/17/2022 07:02:25,SIK,UA789,Kamieniec Wrocławski,Bugembe,265,On Time,8,Realcube,Standard
686,09/10/2022 11:29:09,YKQ,AA123,Vila Chã do Monte,Saint-Ambroise,393,Delayed,29,Divanoodle,None
687,11/27/2022 07:05:04,ROH,DL456,,Пласница,178,On Time,10,Browsedrive,Premium
688,12/16/2022 19:16:35,GOA,AA123,Huangjindong,Anzi,123,On Time,25,Mudo,None
689,12/28/2022 14:48:08,BUX,DL456,Tofa,Khun Han,338,Cancelled,7,Oyoba,Standard
690,09/03/2022 10:51:57,IMF,AA123,Libas,Makati City,28,On Time,26,Omba,Standard
691,06/10/2022 18:51:57,TMB,AA123,Babirik,Tugusirna,381,Cancelled,24,Skippad,None
692,02/16/2022 18:28:51,DBB,UA789,Banjar Buahan,Erátyra,308,On Time,23,Skinte,None
693,03/14/2022 07:00:14,FYT,UA789,,Novosheshminsk,345,Cancelled,25,Ainyx,None
694,02/14/2022 13:05:49,SYN,AA123,Putrajaya,Meiyao,304,On Time,13,Realblab,None
695,08/08/2022 16:59:21,ALO,UA789,Sang-e Chārak,Hashtgerd,67,On Time,30,Tagpad,Standard
696,07/03/2022 02:37:38,QSF,UA789,New York City,Olszanica,158,Cancelled,7,Miboo,Standard
697,02/18/2022 13:20:02,BDY,DL456,Cincinnati,Cai Doi Vam,380,Cancelled,15,Yacero,Premium
698,09/29/2022 19:59:03,TKT,AA123,Aldeia da Mata,Iwase,294,On Time,26,Riffwire,None
699,08/08/2022 07:45:55,DZU,DL456,,Calanogas,98,Delayed,11,Bubbletube,Standard
700,11/02/2022 23:30:31,CAD,AA123,Ningmute,Stockholm,217,Delayed,18,Fadeo,Standard
701,10/04/2022 01:42:18,PMK,DL456,Arcangel,Bolinao,340,Delayed,29,Thoughtstorm,Standard
702,02/26/2022 11:38:11,TAJ,UA789,Ibotirama,Gaoqiao,309,On Time,23,Quinu,None
703,03/31/2022 22:09:47,YLB,AA123,,Stráž,75,Cancelled,6,Quimm,Standard
704,04/24/2022 17:23:05,TML,AA123,Azara,Maoping,159,Cancelled,9,Demivee,None
705,04/02/2022 17:40:57,JED,AA123,Shijing,Athens,21,Cancelled,3,Skibox,Premium
706,07/14/2022 17:59:55,UKB,UA789,Xintang,Magangué,221,Cancelled,1,Zoombox,Premium
707,09/02/2022 07:39:46,DAD,DL456,Oebai,Pingshui,92,Delayed,8,Yoveo,None
708,07/08/2022 05:37:25,GUE,AA123,Toulouse,Liên Chiểu,102,Cancelled,20,Youtags,None
709,11/12/2022 05:41:37,THN,DL456,Stenungsund,Vidoši,215,Cancelled,14,Buzzbean,Standard
710,03/24/2022 08:37:51,CUD,DL456,Nantes,Casa Nova,275,Cancelled,22,DabZ,None
711,07/22/2022 07:55:10,CWX,DL456,Sharga,Youhua,106,On Time,19,Skidoo,None
712,11/15/2022 09:44:30,TYZ,UA789,Tangshan,Baro,109,Cancelled,11,Zoovu,Premium
713,12/09/2022 20:28:43,GYP,DL456,Shalinskoye,Tmourghout,69,Cancelled,4,BlogXS,Standard
714,03/22/2022 21:58:15,BKB,UA789,Luqa,Hua Sai,110,On Time,16,Eire,Premium
715,11/11/2022 10:09:42,DPU,AA123,Kirkop,Rizal,86,On Time,22,Eabox,Standard
716,08/27/2022 19:09:45,MDQ,AA123,,Lañgub,39,Cancelled,21,Midel,None
717,11/29/2022 20:03:12,EVE,DL456,Nyima,Huangpo,47,On Time,30,Zoozzy,Premium
718,10/26/2022 08:31:52,KRB,AA123,Sedlarevo,Dornava,302,On Time,30,Youspan,Standard
719,04/23/2022 07:58:07,IKK,UA789,K’anak’erravan,Placer,201,Cancelled,29,InnoZ,None
720,04/13/2022 05:40:09,BFA,DL456,Sukarame,Gaojialing,372,Cancelled,25,Jaxbean,Premium
721,01/06/2022 21:43:43,EZV,DL456,Néa Smýrni,Mugango,259,On Time,25,Meejo,Standard
722,09/21/2022 09:02:16,JGN,UA789,Nikinci,Huangtan,67,Cancelled,17,Meedoo,Premium
723,06/02/2022 04:30:25,ZFU,DL456,Načeradec,Polanka Wielka,318,Delayed,17,Jayo,Standard
724,05/05/2022 00:50:25,FGD,DL456,Biharamulo,Gang,349,On Time,28,Shufflebeat,Standard
725,01/12/2022 03:25:59,NHK,UA789,Netishyn,Tây Ninh,237,Cancelled,9,Cogilith,Premium
726,04/13/2022 03:08:13,ABE,DL456,Dolní Dvořiště,Algarrobo,289,On Time,17,Flashpoint,Standard
727,02/13/2022 18:16:13,ILE,DL456,San Francisco,El Paso,233,Cancelled,5,Kazio,Standard
728,12/10/2022 21:16:58,DPU,DL456,Xiangtan,Ushiku,318,Cancelled,25,Pixope,Standard
729,04/19/2022 13:39:10,KLL,AA123,Maswarah,Solotcha,10,Cancelled,26,Twimm,Standard
730,06/07/2022 16:52:33,BTM,AA123,Kantyshevo,Umeå,318,Cancelled,20,Pixonyx,Standard
731,08/31/2022 02:23:48,TUF,UA789,,Vidnoye,217,On Time,23,Avamba,Standard
732,07/13/2022 15:54:08,MQQ,UA789,Songgang-dong,Liopétri,324,On Time,29,Babblestorm,Premium
733,05/24/2022 12:48:40,HTM,AA123,Lunéville,Sawo,249,Cancelled,3,Fliptune,Standard
734,12/13/2022 00:15:59,TAY,UA789,,Zhongzhai,388,Delayed,12,Wikibox,Standard
735,12/10/2022 10:58:53,NNX,AA123,,Ganlin,57,On Time,29,Babbleset,Standard
736,05/30/2022 09:25:36,BZH,DL456,Alangilanan,Xiaoshi,40,On Time,14,Yata,Standard
737,06/29/2022 18:26:30,ULZ,DL456,Regidor,Hammam-Lif,256,On Time,17,Rhycero,Standard
738,05/01/2022 02:51:21,ECO,UA789,Aitape,Kvissleby,212,On Time,29,Meedoo,Standard
739,05/28/2022 11:22:12,YGB,DL456,Lorengau,Xiping,327,On Time,5,Jabbercube,Premium
740,05/09/2022 22:50:38,CKW,UA789,Jasionów,Drahichyn,230,Delayed,24,Dynazzy,None
741,07/31/2022 11:17:55,RSX,DL456,Tlogoagung,Abreus,147,On Time,14,Tavu,Premium
742,06/11/2022 20:14:31,KCT,AA123,Lushuihe,Benghazi,71,On Time,29,Yata,None
743,11/02/2022 11:44:33,XMW,UA789,Vitry-sur-Seine,Pushkinskiye Gory,393,On Time,17,Talane,Standard
744,09/25/2022 22:39:27,AXS,DL456,Tlutup,Laagri,155,On Time,6,Bluezoom,Standard
745,03/18/2022 23:08:18,NOS,DL456,Peoria,Paipa,78,On Time,14,Photobug,Standard
746,11/16/2022 10:51:56,AZI,UA789,Nongoma,Corupá,259,Cancelled,11,Trilith,Premium
747,11/29/2022 18:31:50,AUS,DL456,Pitogo,Pervoural’sk,366,Cancelled,2,Feedspan,Premium
748,06/14/2022 19:29:26,GUV,AA123,Zorak,Oubei,286,Delayed,9,Dabshots,None
749,08/24/2022 07:47:45,BVU,DL456,Bangkalan,Basey,341,Delayed,29,Oyoba,Premium
750,01/26/2022 14:50:28,HSV,AA123,Mutum Biyu,Anzihao,186,Delayed,8,Eimbee,None
751,09/16/2022 05:00:18,FEN,AA123,Ensanche Luperón,Xishaping,74,On Time,8,Realblab,Premium
752,04/10/2022 07:40:53,YWB,UA789,Rora Timur,Didi Lilo,243,Cancelled,29,Edgepulse,Premium
753,04/02/2022 13:33:23,MHB,AA123,Nālūt,Pengchang,360,Delayed,22,Vinder,Premium
754,04/20/2022 21:19:13,ZFW,DL456,,Dębowa Łąka,114,On Time,11,Twitterbridge,None
755,01/19/2022 02:58:48,GNZ,AA123,Östersund,Ceibas,75,Delayed,6,Zazio,None
756,11/10/2022 15:52:08,DPU,UA789,,Sankwia,229,Cancelled,24,Vipe,Standard
757,11/11/2022 04:01:44,EAE,UA789,Florencio Sánchez,Matara,169,Delayed,30,Gevee,Premium
758,03/11/2022 20:50:50,NAT,AA123,Hamburg,Huyuan,138,Cancelled,29,Flashset,Standard
759,11/23/2022 01:46:23,ROP,DL456,Nanjing,Manhete,1,On Time,18,Meetz,None
760,11/20/2022 13:58:41,RDE,DL456,Markowa,Ash Shuhadā’,270,Cancelled,28,Zoozzy,None
761,01/22/2022 17:43:10,BVF,DL456,Ílion,Hafrsfjord,56,On Time,6,Lazzy,Standard
762,06/19/2022 23:28:15,ARU,UA789,,Crossfield,212,Cancelled,4,Gabtype,Standard
763,08/09/2022 02:00:22,CDO,DL456,,Daguo,85,Delayed,26,Tagopia,Standard
764,02/26/2022 12:39:04,IWA,DL456,Saint-Brieuc,Pocokan Satu,240,On Time,18,Jaxnation,Standard
765,02/13/2022 13:33:13,KHY,DL456,Changgou,Neyrīz,381,Cancelled,2,Fanoodle,Standard
766,06/13/2022 11:15:45,BWY,UA789,Xiangying,Moussoro,264,Delayed,29,Yakijo,Standard
767,10/03/2022 22:13:35,VRO,DL456,Qiganjidie,Vilarinho da Castanheira,45,On Time,14,Devcast,Standard
768,07/22/2022 08:30:25,IMT,DL456,Frederiksberg,Miraflores,184,Delayed,11,Blogtag,Standard
769,04/17/2022 15:18:17,SKH,DL456,Heqiao,Lugang,308,Cancelled,11,Zoombox,Standard
770,09/08/2022 07:33:34,0,DL456,Pivovarikha,Slobodskoy,15,On Time,13,Buzzbean,Premium
771,11/03/2022 19:56:23,DVR,AA123,Uppsala,Santa Adélia,53,Delayed,14,Cogidoo,Premium
772,08/26/2022 10:41:09,AKQ,DL456,Eslāmābād,El Carmen,172,Delayed,12,Rhynoodle,None
773,07/07/2022 14:17:15,AOI,UA789,Zudun,Longtian,396,Cancelled,15,Youspan,None
774,03/24/2022 22:22:35,IFL,DL456,Maszkienice,Jovellar,225,Cancelled,5,Youfeed,Standard
775,04/25/2022 06:35:32,RBA,DL456,Prokhladnyy,Chyšky,17,On Time,10,Kaymbo,None
